Methods,,Subjects,Tract,Distance
Proposed,10350,1725,AF,5.010343893578189
Proposed,10351,1725,ATR,4.058185248772072
Proposed,10352,1725,CA,5.7076488208817855
Proposed,10353,1725,CC,6.1248947950287835
Proposed,10354,1725,CG,6.389705979067186
Proposed,10355,1725,CST,4.57011721731363
Proposed,10356,1726,AF,6.127832908309929
Proposed,10357,1726,ATR,4.005673451009447
Proposed,10358,1726,CA,4.276811567878811
Proposed,10359,1726,CC,6.025235403223032
Proposed,10360,1726,CG,3.948168757939112
Proposed,10361,1726,CST,4.18371706070821
Proposed,10362,1727,AF,5.6018287549149415
Proposed,10363,1727,ATR,4.541837423921981
Proposed,10364,1727,CA,4.05394064802157
Proposed,10365,1727,CC,5.718512630118588
Proposed,10366,1727,CG,3.4187140870104824
Proposed,10367,1727,CST,4.686368223303415
Proposed,10368,1728,AF,6.592258879442325
Proposed,10369,1728,ATR,3.7433962217253867
Proposed,10370,1728,CA,5.067488046483115
Proposed,10371,1728,CC,5.494058739778498
Proposed,10372,1728,CG,4.496968543787107
Proposed,10373,1728,CST,3.7258640001924896
Proposed,10374,1729,AF,4.976294331187894
Proposed,10375,1729,ATR,4.269442361485239
Proposed,10376,1729,CA,10.505183318788129
Proposed,10377,1729,CC,6.008417271169556
Proposed,10378,1729,CG,4.713943857885879
Proposed,10379,1729,CST,4.168632820130109
Proposed,10380,1730,AF,5.847965915273442
Proposed,10381,1730,ATR,3.708286972111446
Proposed,10382,1730,CA,3.663339806981273
Proposed,10383,1730,CC,5.454136724642299
Proposed,10384,1730,CG,4.009101470919582
Proposed,10385,1730,CST,3.856595433102072
Proposed,10386,1731,AF,4.911217072518219
Proposed,10387,1731,ATR,4.093916570764635
Proposed,10388,1731,CA,4.205584902340588
Proposed,10389,1731,CC,5.4818076621764975
Proposed,10390,1731,CG,4.193447836831492
Proposed,10391,1731,CST,4.517223666408072
Proposed,10392,1732,AF,5.548343549980367
Proposed,10393,1732,ATR,3.2587792532179356
Proposed,10394,1732,CA,4.868137831994187
Proposed,10395,1732,CC,5.024440151369829
Proposed,10396,1732,CG,4.486055360369864
Proposed,10397,1732,CST,4.812180330147888
Proposed,10398,1733,AF,5.889358105293227
Proposed,10399,1733,ATR,3.5320248199112494
Proposed,10400,1733,CA,2.9218369594376297
Proposed,10401,1733,CC,5.139038219416806
Proposed,10402,1733,CG,4.334937916406001
Proposed,10403,1733,CST,4.7818857437319435
Proposed,10404,1734,AF,6.04487752344569
Proposed,10405,1734,ATR,3.376728892417984
Proposed,10406,1734,CA,5.09751272808087
Proposed,10407,1734,CC,6.075799825778892
Proposed,10408,1734,CG,3.7927221323913
Proposed,10409,1734,CST,4.156423490741401
Proposed,10410,1735,AF,5.270178125492608
Proposed,10411,1735,ATR,3.6594850845650186
Proposed,10412,1735,CA,8.201082348171596
Proposed,10413,1735,CC,5.368977393601909
Proposed,10414,1735,CG,3.643133327571164
Proposed,10415,1735,CST,3.8935985025708946
Proposed,10416,1736,AF,4.703615985611227
Proposed,10417,1736,ATR,3.85099714648909
Proposed,10418,1736,CA,5.575859472137037
Proposed,10419,1736,CC,5.25656704093814
Proposed,10420,1736,CG,4.110111975303254
Proposed,10421,1736,CST,4.525161946115583
Proposed,10422,1737,AF,5.426435290065252
Proposed,10423,1737,ATR,3.9827150853618667
Proposed,10424,1737,CA,2.311072203846905
Proposed,10425,1737,CC,5.715611437047609
Proposed,10426,1737,CG,5.377834253617823
Proposed,10427,1737,CST,3.9807381090830467
Proposed,10428,1738,AF,4.92640221377467
Proposed,10429,1738,ATR,3.5717738137203154
Proposed,10430,1738,CA,2.7349677584397316
Proposed,10431,1738,CC,5.364318433817314
Proposed,10432,1738,CG,3.660866033691672
Proposed,10433,1738,CST,3.7901466704803677
Proposed,10434,1739,AF,4.417630863201675
Proposed,10435,1739,ATR,3.4266219178007233
Proposed,10436,1739,CA,3.3829247300597185
Proposed,10437,1739,CC,5.895908420789914
Proposed,10438,1739,CG,4.085146197212437
Proposed,10439,1739,CST,3.543089417733528
Proposed,10440,1740,AF,4.939497218365184
Proposed,10441,1740,ATR,3.2534283097033234
Proposed,10442,1740,CA,8.906201123605792
Proposed,10443,1740,CC,5.991544359785871
Proposed,10444,1740,CG,3.8698122473540963
Proposed,10445,1740,CST,3.397063190685294
Proposed,10446,1741,AF,5.63347556710785
Proposed,10447,1741,ATR,3.4134669385782446
Proposed,10448,1741,CA,2.144689064554473
Proposed,10449,1741,CC,5.8478990646962865
Proposed,10450,1741,CG,5.0964697245707145
Proposed,10451,1741,CST,3.4498231078305492
Proposed,10452,1742,AF,5.64123488275836
Proposed,10453,1742,ATR,5.034556677995637
Proposed,10454,1742,CA,3.342560508806445
Proposed,10455,1742,CC,6.097828282855458
Proposed,10456,1742,CG,4.190220620705011
Proposed,10457,1742,CST,3.750075096588307
Proposed,10458,1743,AF,6.009019001131141
Proposed,10459,1743,ATR,3.8564009757008235
Proposed,10460,1743,CA,6.590782080716092
Proposed,10461,1743,CC,5.583093202730978
Proposed,10462,1743,CG,3.8698311148753746
Proposed,10463,1743,CST,4.11964687554723
Proposed,10464,1744,AF,5.188357579704123
Proposed,10465,1744,ATR,3.8944858381352776
Proposed,10466,1744,CA,4.089839965512042
Proposed,10467,1744,CC,5.688444905397502
Proposed,10468,1744,CG,4.019136736921265
Proposed,10469,1744,CST,3.4449271823239087
Proposed,10470,1745,AF,5.121401054469448
Proposed,10471,1745,ATR,4.08256162034168
Proposed,10472,1745,CA,8.78927700312502
Proposed,10473,1745,CC,5.753599079075926
Proposed,10474,1745,CG,3.8667255305273325
Proposed,10475,1745,CST,4.6198106391835765
Proposed,10476,1746,AF,5.396947926393427
Proposed,10477,1746,ATR,4.549354256197512
Proposed,10478,1746,CA,3.1541152397780863
Proposed,10479,1746,CC,4.944471605667134
Proposed,10480,1746,CG,3.740171129962171
Proposed,10481,1746,CST,3.917575740174557
Proposed,10482,1747,AF,7.367371590888635
Proposed,10483,1747,ATR,4.601044884648518
Proposed,10484,1747,CA,3.531256946526365
Proposed,10485,1747,CC,5.624465346237594
Proposed,10486,1747,CG,6.2595320212190675
Proposed,10487,1747,CST,3.902796379048867
Proposed,10488,1748,AF,6.870855032905596
Proposed,10489,1748,ATR,4.397049364054854
Proposed,10490,1748,CA,7.35006797679587
Proposed,10491,1748,CC,5.241187766884282
Proposed,10492,1748,CG,3.1672232663753026
Proposed,10493,1748,CST,3.6862718484234565
Proposed,10494,1749,AF,6.704009775679759
Proposed,10495,1749,ATR,3.7176176104905196
Proposed,10496,1749,CA,2.403336634858035
Proposed,10497,1749,CC,5.134722881115745
Proposed,10498,1749,CG,4.368360403456366
Proposed,10499,1749,CST,4.406809274245127
Proposed,10500,1750,AF,5.367639947455889
Proposed,10501,1750,ATR,3.7943896822633305
Proposed,10502,1750,CA,7.231501637503564
Proposed,10503,1750,CC,6.560848487585503
Proposed,10504,1750,CG,5.847094741632802
Proposed,10505,1750,CST,3.8559350133897023
Proposed,10506,1751,AF,6.446175869991594
Proposed,10507,1751,ATR,4.879857861451681
Proposed,10508,1751,CA,4.768881385871756
Proposed,10509,1751,CC,5.3663541545078095
Proposed,10510,1751,CG,3.2744418049163753
Proposed,10511,1751,CST,4.037877423368644
Proposed,10512,1752,AF,5.050063249283544
Proposed,10513,1752,ATR,3.8730376760039107
Proposed,10514,1752,CA,3.0316846959275883
Proposed,10515,1752,CC,4.665994876750371
Proposed,10516,1752,CG,3.3360427492105673
Proposed,10517,1752,CST,3.979191053198239
Proposed,10518,1753,AF,4.733860577965037
Proposed,10519,1753,ATR,3.01209712254061
Proposed,10520,1753,CA,2.5050104471142944
Proposed,10521,1753,CC,5.6229255814666885
Proposed,10522,1753,CG,4.239090731215785
Proposed,10523,1753,CST,2.882598203646069
Proposed,10524,1754,AF,4.946318339698836
Proposed,10525,1754,ATR,4.684544938667002
Proposed,10526,1754,CA,2.888731848615125
Proposed,10527,1754,CC,4.912919369567487
Proposed,10528,1754,CG,3.6862352497494713
Proposed,10529,1754,CST,4.1654164863957455
Proposed,10530,1755,AF,4.46471859637971
Proposed,10531,1755,ATR,3.3115412031125095
Proposed,10532,1755,CA,5.9087480333024125
Proposed,10533,1755,CC,5.3674852432308
Proposed,10534,1755,CG,3.9683263514121387
Proposed,10535,1755,CST,4.475936733137087
Proposed,10536,1756,AF,5.463424196331867
Proposed,10537,1756,ATR,3.5575581374504335
Proposed,10538,1756,CA,2.264492543249549
Proposed,10539,1756,CC,5.272893292726899
Proposed,10540,1756,CG,3.7607372391656457
Proposed,10541,1756,CST,4.481555626829251
Proposed,10542,1757,AF,6.012367596288787
Proposed,10543,1757,ATR,3.217761959172114
Proposed,10544,1757,CA,5.437552511859723
Proposed,10545,1757,CC,5.389745965093638
Proposed,10546,1757,CG,5.1360729819812025
Proposed,10547,1757,CST,4.331454642308757
Proposed,10548,1758,AF,5.643863414441454
Proposed,10549,1758,ATR,3.185783976940103
Proposed,10550,1758,CA,4.72255196244154
Proposed,10551,1758,CC,5.280028574817525
Proposed,10552,1758,CG,3.9884758812448817
Proposed,10553,1758,CST,4.386279894337881
Proposed,10554,1759,AF,5.339363552217681
Proposed,10555,1759,ATR,5.434096912181722
Proposed,10556,1759,CA,9.792533848984501
Proposed,10557,1759,CC,5.449489159452993
Proposed,10558,1759,CG,3.349850611429487
Proposed,10559,1759,CST,4.201743145561988
Proposed,10560,1760,AF,4.709505909615313
Proposed,10561,1760,ATR,4.14401853012075
Proposed,10562,1760,CA,3.3287154603206184
Proposed,10563,1760,CC,6.574005817339439
Proposed,10564,1760,CG,4.0666741545930165
Proposed,10565,1760,CST,4.600116228811603
Proposed,10566,1761,AF,6.436708708644901
Proposed,10567,1761,ATR,3.9932742898629248
Proposed,10568,1761,CA,7.083098799869344
Proposed,10569,1761,CC,5.666663940596578
Proposed,10570,1761,CG,5.112575189540024
Proposed,10571,1761,CST,3.5913472778434463
Proposed,10572,1762,AF,4.943957783862703
Proposed,10573,1762,ATR,3.354299820983874
Proposed,10574,1762,CA,3.285394084034327
Proposed,10575,1762,CC,5.543263805730614
Proposed,10576,1762,CG,3.372605385724807
Proposed,10577,1762,CST,5.093745583628139
Proposed,10578,1763,AF,5.3212041001745884
Proposed,10579,1763,ATR,3.6409537624547545
Proposed,10580,1763,CA,2.408499935969825
Proposed,10581,1763,CC,6.078646442107858
Proposed,10582,1763,CG,4.29163572983959
Proposed,10583,1763,CST,4.248793388118347
Proposed,10584,1764,AF,4.787896624766694
Proposed,10585,1764,ATR,3.9260183647884856
Proposed,10586,1764,CA,10.122244477606486
Proposed,10587,1764,CC,5.17635676792866
Proposed,10588,1764,CG,4.470920955746146
Proposed,10589,1764,CST,3.562741448084856
Proposed,10590,1765,AF,4.971562556766822
Proposed,10591,1765,ATR,4.083877239055625
Proposed,10592,1765,CA,8.700911089024032
Proposed,10593,1765,CC,5.581863270630213
Proposed,10594,1765,CG,3.7384607336736333
Proposed,10595,1765,CST,3.561980134551566
Proposed,10596,1766,AF,5.98368405540919
Proposed,10597,1766,ATR,3.9059639405165862
Proposed,10598,1766,CA,3.010219476333347
Proposed,10599,1766,CC,5.476430703666821
Proposed,10600,1766,CG,3.83038186166052
Proposed,10601,1766,CST,3.728593717600691
Proposed,10602,1767,AF,5.282232925942812
Proposed,10603,1767,ATR,3.5980191263980115
Proposed,10604,1767,CA,3.1862833772193624
Proposed,10605,1767,CC,5.811624149449698
Proposed,10606,1767,CG,4.266135466558682
Proposed,10607,1767,CST,3.651080344232133
Proposed,10608,1768,AF,4.418306721710841
Proposed,10609,1768,ATR,4.2619058716707965
Proposed,10610,1768,CA,5.555847624642776
Proposed,10611,1768,CC,5.632165714008395
Proposed,10612,1768,CG,3.992207062792061
Proposed,10613,1768,CST,4.510746069726241
Proposed,10614,1769,AF,5.675751038163894
Proposed,10615,1769,ATR,3.38897322770572
Proposed,10616,1769,CA,3.743309499084623
Proposed,10617,1769,CC,5.68498457615987
Proposed,10618,1769,CG,4.581734312521583
Proposed,10619,1769,CST,3.500337573936633
Proposed,10620,1770,AF,5.875221963398177
Proposed,10621,1770,ATR,4.950713503853614
Proposed,10622,1770,CA,4.352644994330863
Proposed,10623,1770,CC,5.778079755255985
Proposed,10624,1770,CG,4.1475269565673605
Proposed,10625,1770,CST,3.9474992679977015
Proposed,10626,1771,AF,5.083236695408639
Proposed,10627,1771,ATR,2.7807215574337505
Proposed,10628,1771,CA,2.574303872586159
Proposed,10629,1771,CC,5.166485185285193
Proposed,10630,1771,CG,4.630697949790983
Proposed,10631,1771,CST,3.8597134823541697
Proposed,10632,1772,AF,4.817810454702035
Proposed,10633,1772,ATR,4.506831759368942
Proposed,10634,1772,CA,3.6292342747037645
Proposed,10635,1772,CC,5.772900401833136
Proposed,10636,1772,CG,3.5235013315809356
Proposed,10637,1772,CST,4.226691957150043
Proposed,10638,1773,AF,5.986184634148315
Proposed,10639,1773,ATR,4.5072143896693975
Proposed,10640,1773,CA,4.1771887122405795
Proposed,10641,1773,CC,6.033659648046343
Proposed,10642,1773,CG,4.741566933319332
Proposed,10643,1773,CST,3.945126557260026
Proposed,10644,1774,AF,6.893289839165843
Proposed,10645,1774,ATR,4.4591647832109995
Proposed,10646,1774,CA,9.948742765777302
Proposed,10647,1774,CC,5.157949436140941
Proposed,10648,1774,CG,3.60873124717102
Proposed,10649,1774,CST,3.8184914202481095
Proposed,10650,1775,AF,4.096886793319287
Proposed,10651,1775,ATR,3.863835540647002
Proposed,10652,1775,CA,6.964027432911765
Proposed,10653,1775,CC,6.336494598725167
Proposed,10654,1775,CG,4.133078657337977
Proposed,10655,1775,CST,3.7984078585268994
Proposed,10656,1776,AF,6.139858917897455
Proposed,10657,1776,ATR,3.926540921751306
Proposed,10658,1776,CA,4.333342458782187
Proposed,10659,1776,CC,5.584739588466584
Proposed,10660,1776,CG,4.283664270355616
Proposed,10661,1776,CST,3.97685752102117
Proposed,10662,1777,AF,6.20872957634863
Proposed,10663,1777,ATR,3.6861086662862923
Proposed,10664,1777,CA,7.6015462430935425
Proposed,10665,1777,CC,5.188708336353387
Proposed,10666,1777,CG,4.639097837282298
Proposed,10667,1777,CST,4.435958513691045
Proposed,10668,1778,AF,5.144186594412867
Proposed,10669,1778,ATR,3.6239365000117507
Proposed,10670,1778,CA,6.001009862895116
Proposed,10671,1778,CC,5.125816144936359
Proposed,10672,1778,CG,3.5708548292704445
Proposed,10673,1778,CST,3.437124476947641
Proposed,10674,1779,AF,5.517138147236423
Proposed,10675,1779,ATR,3.700341488231132
Proposed,10676,1779,CA,3.007357636466926
Proposed,10677,1779,CC,5.498806701439849
Proposed,10678,1779,CG,4.2760039872015785
Proposed,10679,1779,CST,4.533490998856501
Proposed,10680,1780,AF,5.356180613333028
Proposed,10681,1780,ATR,3.747884093126493
Proposed,10682,1780,CA,7.15898115162861
Proposed,10683,1780,CC,5.147867959405106
Proposed,10684,1780,CG,4.0227881152377405
Proposed,10685,1780,CST,3.732552477589467
Proposed,10686,1781,AF,5.1532097332075955
Proposed,10687,1781,ATR,3.5877715957781775
Proposed,10688,1781,CA,5.414291286139847
Proposed,10689,1781,CC,5.426369183252309
Proposed,10690,1781,CG,3.620223297280163
Proposed,10691,1781,CST,3.6761702441122077
Proposed,10692,1782,AF,6.215318994720289
Proposed,10693,1782,ATR,3.488396445952851
Proposed,10694,1782,CA,4.917547384884491
Proposed,10695,1782,CC,5.343371910927468
Proposed,10696,1782,CG,4.003836098752555
Proposed,10697,1782,CST,4.421332371304825
Proposed,10698,1783,AF,4.370197497607673
Proposed,10699,1783,ATR,3.31130369988164
Proposed,10700,1783,CA,3.8627647196587316
Proposed,10701,1783,CC,5.41287748025242
Proposed,10702,1783,CG,4.087263755163145
Proposed,10703,1783,CST,3.5366985351514164
Proposed,10704,1784,AF,5.554339568478879
Proposed,10705,1784,ATR,4.092498502682612
Proposed,10706,1784,CA,2.8521718582637536
Proposed,10707,1784,CC,5.694627853303371
Proposed,10708,1784,CG,4.435103864666071
Proposed,10709,1784,CST,5.318326203193808
Proposed,10710,1785,AF,4.837220006814326
Proposed,10711,1785,ATR,3.8986252343957966
Proposed,10712,1785,CA,7.186504335865457
Proposed,10713,1785,CC,5.093853710396173
Proposed,10714,1785,CG,3.8259345491996863
Proposed,10715,1785,CST,4.4214149994118435
Proposed,10716,1786,AF,4.852612482036685
Proposed,10717,1786,ATR,3.8951788296743306
Proposed,10718,1786,CA,2.6788387289221474
Proposed,10719,1786,CC,5.386642530315825
Proposed,10720,1786,CG,4.435446822915235
Proposed,10721,1786,CST,4.02099087301658
Proposed,10722,1787,AF,5.204651182244839
Proposed,10723,1787,ATR,3.806270896189644
Proposed,10724,1787,CA,5.171967671105829
Proposed,10725,1787,CC,6.263336438514575
Proposed,10726,1787,CG,4.581781891742017
Proposed,10727,1787,CST,4.23315861247585
Proposed,10728,1788,AF,5.5748995801326
Proposed,10729,1788,ATR,4.5086393074191635
Proposed,10730,1788,CA,3.8814448216432202
Proposed,10731,1788,CC,5.376149509713309
Proposed,10732,1788,CG,4.61430661281079
Proposed,10733,1788,CST,4.3941698812514485
Proposed,10734,1789,AF,5.64768893908182
Proposed,10735,1789,ATR,3.7398950476281736
Proposed,10736,1789,CA,6.724796694045697
Proposed,10737,1789,CC,6.697439067416459
Proposed,10738,1789,CG,5.488351188604623
Proposed,10739,1789,CST,5.139602220198446
Proposed,10740,1790,AF,7.043507564099591
Proposed,10741,1790,ATR,4.099441751814997
Proposed,10742,1790,CA,2.476782494700115
Proposed,10743,1790,CC,5.62932372098871
Proposed,10744,1790,CG,3.920251134673401
Proposed,10745,1790,CST,3.193562726209163
Proposed,10746,1791,AF,4.651914454465037
Proposed,10747,1791,ATR,3.8309712655586963
Proposed,10748,1791,CA,8.668197963151357
Proposed,10749,1791,CC,6.0155490912209695
Proposed,10750,1791,CG,4.655961380133518
Proposed,10751,1791,CST,3.2030306103840696
Proposed,10752,1792,AF,4.864246386541627
Proposed,10753,1792,ATR,3.7565877867258983
Proposed,10754,1792,CA,3.537232615175577
Proposed,10755,1792,CC,4.828391721966301
Proposed,10756,1792,CG,3.404663943989084
Proposed,10757,1792,CST,2.9623009760472114
Proposed,10758,1793,AF,5.948606920480739
Proposed,10759,1793,ATR,3.822136173836613
Proposed,10760,1793,CA,3.2674874761899475
Proposed,10761,1793,CC,5.517255608054986
Proposed,10762,1793,CG,4.194703137450818
Proposed,10763,1793,CST,3.0109029109091954
Proposed,10764,1794,AF,6.172076573970307
Proposed,10765,1794,ATR,3.6808545272962356
Proposed,10766,1794,CA,6.505449233526185
Proposed,10767,1794,CC,5.773518724090229
Proposed,10768,1794,CG,4.112738803521717
Proposed,10769,1794,CST,3.82818663354436
Proposed,10770,1795,AF,5.769324191559092
Proposed,10771,1795,ATR,3.417577199255534
Proposed,10772,1795,CA,3.752649988982352
Proposed,10773,1795,CC,5.77683753172493
Proposed,10774,1795,CG,4.0686544649035925
Proposed,10775,1795,CST,4.874551498993073
Proposed,10776,1796,AF,5.108514093139988
Proposed,10777,1796,ATR,3.8897993822311947
Proposed,10778,1796,CA,
Proposed,10779,1796,CC,5.164484303258909
Proposed,10780,1796,CG,3.6817846544555404
Proposed,10781,1796,CST,3.9335473591944594
Proposed,10782,1797,AF,4.87087843439191
Proposed,10783,1797,ATR,4.233964591588617
Proposed,10784,1797,CA,4.527288356625639
Proposed,10785,1797,CC,5.123233615556026
Proposed,10786,1797,CG,4.14722880197505
Proposed,10787,1797,CST,3.6498104663319917
Proposed,10788,1798,AF,5.160776157474846
Proposed,10789,1798,ATR,4.107776058529045
Proposed,10790,1798,CA,5.223106647332196
Proposed,10791,1798,CC,5.88665647904717
Proposed,10792,1798,CG,3.5878950981331337
Proposed,10793,1798,CST,4.723640810041442
Proposed,10794,1799,AF,4.917759051926623
Proposed,10795,1799,ATR,2.9242660971546064
Proposed,10796,1799,CA,3.402573596062084
Proposed,10797,1799,CC,5.1893272485380955
Proposed,10798,1799,CG,3.951553076250171
Proposed,10799,1799,CST,3.1460206404890396
Proposed,10800,1800,AF,5.03189730798598
Proposed,10801,1800,ATR,3.392021626809638
Proposed,10802,1800,CA,3.6932923087564613
Proposed,10803,1800,CC,5.422529513237283
Proposed,10804,1800,CG,4.5237815010190845
Proposed,10805,1800,CST,3.634579211778354
Proposed,10806,1801,AF,4.889891630751933
Proposed,10807,1801,ATR,3.0203732355263773
Proposed,10808,1801,CA,2.53554955856894
Proposed,10809,1801,CC,5.493775386510396
Proposed,10810,1801,CG,3.8581952199904137
Proposed,10811,1801,CST,3.122292343768173
Proposed,10812,1802,AF,5.428448247587686
Proposed,10813,1802,ATR,3.275400212625454
Proposed,10814,1802,CA,2.278764580748018
Proposed,10815,1802,CC,6.13079287849349
Proposed,10816,1802,CG,4.467677540420756
Proposed,10817,1802,CST,4.187519179154127
Proposed,10818,1803,AF,4.733021246023492
