Methods,,Subjects,Tract,Distance
Proposed,9727,1621,ATR,4.7709235082557795
Proposed,9728,1621,CA,9.571926444535539
Proposed,9729,1621,CC,5.974533038278191
Proposed,9730,1621,CG,5.0275620789136815
Proposed,9731,1621,CST,4.507015594713638
Proposed,9732,1622,AF,5.443676328555329
Proposed,9733,1622,ATR,3.587726843317559
Proposed,9734,1622,CA,6.479467984380812
Proposed,9735,1622,CC,5.107728568171251
Proposed,9736,1622,CG,5.087202198040316
Proposed,9737,1622,CST,3.5232660647154264
Proposed,9738,1623,AF,4.880283935099338
Proposed,9739,1623,ATR,4.920244819913014
Proposed,9740,1623,CA,8.275072594917967
Proposed,9741,1623,CC,5.534867123514725
Proposed,9742,1623,CG,4.926743807325046
Proposed,9743,1623,CST,4.515144955970607
Proposed,9744,1624,AF,5.17498058150607
Proposed,9745,1624,ATR,4.370312890761091
Proposed,9746,1624,CA,5.624913561181235
Proposed,9747,1624,CC,5.346998798666374
Proposed,9748,1624,CG,5.358180814924816
Proposed,9749,1624,CST,7.08522022384871
Proposed,9750,1625,AF,5.778600460699254
Proposed,9751,1625,ATR,4.329680256295377
Proposed,9752,1625,CA,7.5724630445356365
Proposed,9753,1625,CC,5.225486198244124
Proposed,9754,1625,CG,4.966362969199907
Proposed,9755,1625,CST,4.189505279912857
Proposed,9756,1626,AF,6.383289274631321
Proposed,9757,1626,ATR,4.8635876212351175
Proposed,9758,1626,CA,6.568384167919167
Proposed,9759,1626,CC,6.379349137003626
Proposed,9760,1626,CG,5.142110618871732
Proposed,9761,1626,CST,3.7835195477823076
Proposed,9762,1627,AF,5.275136777619169
Proposed,9763,1627,ATR,4.5030267160023865
Proposed,9764,1627,CA,7.145966957787745
Proposed,9765,1627,CC,5.412943372678226
Proposed,9766,1627,CG,4.75742426422869
Proposed,9767,1627,CST,4.3175567754476765
Proposed,9768,1628,AF,5.270398727263955
Proposed,9769,1628,ATR,5.034274467011897
Proposed,9770,1628,CA,4.868658475350581
Proposed,9771,1628,CC,6.287243041745665
Proposed,9772,1628,CG,5.399659948388411
Proposed,9773,1628,CST,3.8072105172792696
Proposed,9774,1629,AF,5.749722901408415
Proposed,9775,1629,ATR,3.7763635421306487
Proposed,9776,1629,CA,4.059636986751738
Proposed,9777,1629,CC,4.925518826747842
Proposed,9778,1629,CG,3.5525453269030467
Proposed,9779,1629,CST,3.4063641978768873
Proposed,9780,1630,AF,5.019608026173363
Proposed,9781,1630,ATR,3.1679234155671745
Proposed,9782,1630,CA,3.843400760756524
Proposed,9783,1630,CC,5.571431415157922
Proposed,9784,1630,CG,4.471825121679815
Proposed,9785,1630,CST,3.000410273869861
Proposed,9786,1631,AF,7.59139455623696
Proposed,9787,1631,ATR,3.95418658680166
Proposed,9788,1631,CA,3.957946442626202
Proposed,9789,1631,CC,5.105689342206808
Proposed,9790,1631,CG,4.064188264591766
Proposed,9791,1631,CST,3.3275515986708024
Proposed,9792,1632,AF,4.633025263673482
Proposed,9793,1632,ATR,4.2199135947904765
Proposed,9794,1632,CA,3.9502770956337123
Proposed,9795,1632,CC,5.007378620875509
Proposed,9796,1632,CG,4.61276083596962
Proposed,9797,1632,CST,2.729954154272266
Proposed,9798,1633,AF,6.121981110908748
Proposed,9799,1633,ATR,4.401955224610943
Proposed,9800,1633,CA,2.1177564386239447
Proposed,9801,1633,CC,5.4485713693436715
Proposed,9802,1633,CG,3.9047760466223758
Proposed,9803,1633,CST,2.7194766198414233
Proposed,9804,1634,AF,6.60119573861007
Proposed,9805,1634,ATR,4.106053296284747
Proposed,9806,1634,CA,3.5789717600848077
Proposed,9807,1634,CC,5.135621400918669
Proposed,9808,1634,CG,3.9749794178047684
Proposed,9809,1634,CST,3.206105923766061
Proposed,9810,1635,AF,7.07717231629965
Proposed,9811,1635,ATR,4.36430872346476
Proposed,9812,1635,CA,3.6155629822821154
Proposed,9813,1635,CC,5.7699693241591286
Proposed,9814,1635,CG,4.853531353589793
Proposed,9815,1635,CST,3.4041958827308227
Proposed,9816,1636,AF,4.574441619230553
Proposed,9817,1636,ATR,3.438667110103071
Proposed,9818,1636,CA,3.7843180903854283
Proposed,9819,1636,CC,4.969503684041192
Proposed,9820,1636,CG,4.205285150379765
Proposed,9821,1636,CST,4.421593979967314
Proposed,9822,1637,AF,5.15078430086191
Proposed,9823,1637,ATR,3.258474418694134
Proposed,9824,1637,CA,
Proposed,9825,1637,CC,5.348694138493278
Proposed,9826,1637,CG,4.962371462729421
Proposed,9827,1637,CST,3.46934494973497
Proposed,9828,1638,AF,6.07483885957916
Proposed,9829,1638,ATR,4.021665889662743
Proposed,9830,1638,CA,2.172720404365712
Proposed,9831,1638,CC,5.79372206159715
Proposed,9832,1638,CG,3.9740253419306786
Proposed,9833,1638,CST,3.40113532019198
Proposed,9834,1639,AF,7.455295816116726
Proposed,9835,1639,ATR,4.5208613693180855
Proposed,9836,1639,CA,2.4232581236293127
Proposed,9837,1639,CC,5.672902808887258
Proposed,9838,1639,CG,5.650370863271384
Proposed,9839,1639,CST,4.355807037174163
Proposed,9840,1640,AF,5.529238582493321
Proposed,9841,1640,ATR,3.362903736128884
Proposed,9842,1640,CA,3.905974389047532
Proposed,9843,1640,CC,4.912694629470943
Proposed,9844,1640,CG,4.481375917675776
Proposed,9845,1640,CST,3.3021336222863047
Proposed,9846,1641,AF,5.767674667344549
Proposed,9847,1641,ATR,3.286186381390039
Proposed,9848,1641,CA,5.570351083574506
Proposed,9849,1641,CC,5.293248589591954
Proposed,9850,1641,CG,6.520814345486171
Proposed,9851,1641,CST,3.131857103313303
Proposed,9852,1642,AF,7.0781555834925935
Proposed,9853,1642,ATR,3.0527772946271434
Proposed,9854,1642,CA,3.224548087211037
Proposed,9855,1642,CC,5.1195308035825144
Proposed,9856,1642,CG,4.1993678709117574
Proposed,9857,1642,CST,2.725463092726141
Proposed,9858,1643,AF,6.751287049496676
Proposed,9859,1643,ATR,2.862420512530357
Proposed,9860,1643,CA,2.965582446493659
Proposed,9861,1643,CC,5.470269377951618
Proposed,9862,1643,CG,3.9264754661442054
Proposed,9863,1643,CST,2.9987713783818855
Proposed,9864,1644,AF,5.975119273771712
Proposed,9865,1644,ATR,3.8347630989165062
Proposed,9866,1644,CA,2.7936028827348554
Proposed,9867,1644,CC,5.386986311676259
Proposed,9868,1644,CG,4.59418626474219
Proposed,9869,1644,CST,3.3264702122568255
Proposed,9870,1645,AF,6.871052019468482
Proposed,9871,1645,ATR,4.113259452486984
Proposed,9872,1645,CA,4.426058345554251
Proposed,9873,1645,CC,5.725430489194126
Proposed,9874,1645,CG,6.56566593497875
Proposed,9875,1645,CST,3.0636928412458913
Proposed,9876,1646,AF,5.404026457724752
Proposed,9877,1646,ATR,3.731761688297788
Proposed,9878,1646,CA,3.6051331080779736
Proposed,9879,1646,CC,5.207117661942446
Proposed,9880,1646,CG,4.470838682428166
Proposed,9881,1646,CST,4.019849156558433
Proposed,9882,1647,AF,6.034063250543286
Proposed,9883,1647,ATR,4.371279189726578
Proposed,9884,1647,CA,2.8829056376305267
Proposed,9885,1647,CC,5.564110743632722
Proposed,9886,1647,CG,3.9471333801838
Proposed,9887,1647,CST,3.0172183434850557
Proposed,9888,1648,AF,6.521526534983146
Proposed,9889,1648,ATR,3.0092890710190323
Proposed,9890,1648,CA,5.050995563976565
Proposed,9891,1648,CC,5.619043543121692
Proposed,9892,1648,CG,5.111622502629336
Proposed,9893,1648,CST,2.547970608531862
Proposed,9894,1649,AF,5.723388869575929
Proposed,9895,1649,ATR,3.2841802633235337
Proposed,9896,1649,CA,4.2033446042828055
Proposed,9897,1649,CC,5.7541109560638395
Proposed,9898,1649,CG,4.683383055989201
Proposed,9899,1649,CST,3.4291616077460083
Proposed,9900,1650,AF,4.105219393059799
Proposed,9901,1650,ATR,3.8551223326080217
Proposed,9902,1650,CA,2.6521443895238774
Proposed,9903,1650,CC,5.229873581433471
Proposed,9904,1650,CG,4.171457580613118
Proposed,9905,1650,CST,3.7445684537786517
Proposed,9906,1651,AF,6.05749150049745
Proposed,9907,1651,ATR,3.967442248720435
Proposed,9908,1651,CA,3.1112445278137
Proposed,9909,1651,CC,4.707610480673141
Proposed,9910,1651,CG,3.983906482998822
Proposed,9911,1651,CST,3.197192937539617
Proposed,9912,1652,AF,7.117976684674789
Proposed,9913,1652,ATR,3.655487524416969
Proposed,9914,1652,CA,3.509738653292828
Proposed,9915,1652,CC,5.142415948716371
Proposed,9916,1652,CG,4.333300771503365
Proposed,9917,1652,CST,3.5253191620552675
Proposed,9918,1653,AF,4.96723055663148
Proposed,9919,1653,ATR,3.05609385975229
Proposed,9920,1653,CA,3.153387974939195
Proposed,9921,1653,CC,4.989104988413315
Proposed,9922,1653,CG,4.324675576558213
Proposed,9923,1653,CST,3.298045058012792
Proposed,9924,1654,AF,6.460358132016862
Proposed,9925,1654,ATR,3.2507529627494396
Proposed,9926,1654,CA,2.826492229802164
Proposed,9927,1654,CC,5.261215000261016
Proposed,9928,1654,CG,4.623352451816694
Proposed,9929,1654,CST,3.1483674430783686
Proposed,9930,1655,AF,6.212827736026236
Proposed,9931,1655,ATR,3.1948728237050603
Proposed,9932,1655,CA,4.768123809294664
Proposed,9933,1655,CC,5.243223150961513
Proposed,9934,1655,CG,3.741286887935019
Proposed,9935,1655,CST,2.4354458927384357
Proposed,9936,1656,AF,6.5984443549651655
Proposed,9937,1656,ATR,3.2879657841696956
Proposed,9938,1656,CA,4.876313170140185
Proposed,9939,1656,CC,5.404150879257619
Proposed,9940,1656,CG,4.510020536205322
Proposed,9941,1656,CST,3.429492935307976
Proposed,9942,1657,AF,5.315727890019713
Proposed,9943,1657,ATR,3.6976476007286454
Proposed,9944,1657,CA,2.3218189974261287
Proposed,9945,1657,CC,5.391937692297743
Proposed,9946,1657,CG,5.0985449044574604
Proposed,9947,1657,CST,3.4012233812497947
Proposed,9948,1658,AF,6.50880231233292
Proposed,9949,1658,ATR,3.59369122331355
Proposed,9950,1658,CA,3.920678737894833
Proposed,9951,1658,CC,5.232668694389401
Proposed,9952,1658,CG,4.171314519521784
Proposed,9953,1658,CST,2.854328040773287
Proposed,9954,1659,AF,5.324399781645467
Proposed,9955,1659,ATR,3.0981361967957035
Proposed,9956,1659,CA,2.5248265972302133
Proposed,9957,1659,CC,5.4159096310343
Proposed,9958,1659,CG,4.576606658789591
Proposed,9959,1659,CST,2.9490009990618855
Proposed,9960,1660,AF,6.044433921776579
Proposed,9961,1660,ATR,3.7857624842111277
Proposed,9962,1660,CA,3.94711185451467
Proposed,9963,1660,CC,5.594373211139707
Proposed,9964,1660,CG,4.60928488004687
Proposed,9965,1660,CST,2.8739288171056243
Proposed,9966,1661,AF,5.460443371724373
Proposed,9967,1661,ATR,2.9867136679002773
Proposed,9968,1661,CA,3.6869973900766984
Proposed,9969,1661,CC,5.000975256003332
Proposed,9970,1661,CG,4.934884350879523
Proposed,9971,1661,CST,3.064255433099759
Proposed,9972,1662,AF,6.221497567869643
Proposed,9973,1662,ATR,4.5778702488634675
Proposed,9974,1662,CA,2.5885218622466284
Proposed,9975,1662,CC,5.486255366001834
Proposed,9976,1662,CG,3.811452936171836
Proposed,9977,1662,CST,2.8764544091394875
Proposed,9978,1663,AF,5.039155517136033
Proposed,9979,1663,ATR,2.7759438790327606
Proposed,9980,1663,CA,3.678110742203385
Proposed,9981,1663,CC,4.718167172974746
Proposed,9982,1663,CG,4.379749992091705
Proposed,9983,1663,CST,3.1891757213699266
Proposed,9984,1664,AF,5.453175962454458
Proposed,9985,1664,ATR,3.9519913510409146
Proposed,9986,1664,CA,3.4477339860464262
Proposed,9987,1664,CC,5.210288487020048
Proposed,9988,1664,CG,4.548462248483419
Proposed,9989,1664,CST,2.9189338367234994
Proposed,9990,1665,AF,5.285115934162827
Proposed,9991,1665,ATR,3.796281535819661
Proposed,9992,1665,CA,5.310325497798609
Proposed,9993,1665,CC,5.330741781386256
Proposed,9994,1665,CG,4.241605578906017
Proposed,9995,1665,CST,4.0803905758834516
Proposed,9996,1666,AF,5.0934388431739634
Proposed,9997,1666,ATR,4.098967667836947
Proposed,9998,1666,CA,2.9916638550372467
Proposed,9999,1666,CC,4.953688981814108
Proposed,10000,1666,CG,4.063062755487441
Proposed,10001,1666,CST,3.786178135861106
Proposed,10002,1667,AF,7.494953314235947
Proposed,10003,1667,ATR,4.095905069153663
Proposed,10004,1667,CA,2.525918653678953
Proposed,10005,1667,CC,5.583217005331555
Proposed,10006,1667,CG,7.190543247560004
Proposed,10007,1667,CST,3.563711298227289
Proposed,10008,1668,AF,5.3672361152205905
Proposed,10009,1668,ATR,3.8723338630911495
Proposed,10010,1668,CA,4.9714377930581595
Proposed,10011,1668,CC,5.780649863602586
Proposed,10012,1668,CG,3.667928533408212
Proposed,10013,1668,CST,3.11700985379615
Proposed,10014,1669,AF,5.2674169865839
Proposed,10015,1669,ATR,3.3118642269607066
Proposed,10016,1669,CA,2.5612927576487974
Proposed,10017,1669,CC,5.365264005917284
Proposed,10018,1669,CG,3.9764890275754827
Proposed,10019,1669,CST,3.1875419563680305
Proposed,10020,1670,AF,6.162699046685055
Proposed,10021,1670,ATR,3.517063590776692
Proposed,10022,1670,CA,3.871855563813697
Proposed,10023,1670,CC,5.997243211029108
Proposed,10024,1670,CG,5.902816781047856
Proposed,10025,1670,CST,2.74384082354193
Proposed,10026,1671,AF,6.244498477254307
Proposed,10027,1671,ATR,4.0984656357632465
Proposed,10028,1671,CA,3.4190471510967346
Proposed,10029,1671,CC,5.065452291730616
Proposed,10030,1671,CG,3.814609133534572
Proposed,10031,1671,CST,3.097325431892525
Proposed,10032,1672,AF,5.596602553278925
Proposed,10033,1672,ATR,3.8071569080568333
Proposed,10034,1672,CA,3.331303337908244
Proposed,10035,1672,CC,4.545433556160635
Proposed,10036,1672,CG,4.0319067243165225
Proposed,10037,1672,CST,3.342823683938536
Proposed,10038,1673,AF,6.178690376661146
Proposed,10039,1673,ATR,3.9558051788199937
Proposed,10040,1673,CA,3.740836381374992
Proposed,10041,1673,CC,6.122906729160975
Proposed,10042,1673,CG,4.4002449223661575
Proposed,10043,1673,CST,3.5074794632050597
Proposed,10044,1674,AF,6.344772023316286
Proposed,10045,1674,ATR,4.4365929744545936
Proposed,10046,1674,CA,2.6804713642663427
Proposed,10047,1674,CC,5.181201493051882
Proposed,10048,1674,CG,4.424178470328412
Proposed,10049,1674,CST,2.875189942998744
Proposed,10050,1675,AF,5.719561521293743
Proposed,10051,1675,ATR,3.701322778867083
Proposed,10052,1675,CA,4.20167206157323
Proposed,10053,1675,CC,5.449135002147099
Proposed,10054,1675,CG,4.2071485330899066
Proposed,10055,1675,CST,3.5763796842321813
Proposed,10056,1676,AF,6.113183794947492
Proposed,10057,1676,ATR,3.5385184474461364
Proposed,10058,1676,CA,2.036757334811399
Proposed,10059,1676,CC,5.370209301803303
Proposed,10060,1676,CG,3.4680323914073177
Proposed,10061,1676,CST,3.9693528317805447
Proposed,10062,1677,AF,5.889942582718065
Proposed,10063,1677,ATR,3.402831589734543
Proposed,10064,1677,CA,3.815728739466035
Proposed,10065,1677,CC,4.9413055258614085
Proposed,10066,1677,CG,5.38303499059257
Proposed,10067,1677,CST,3.562408114949342
Proposed,10068,1678,AF,4.412995961404528
Proposed,10069,1678,ATR,3.0931366403820806
Proposed,10070,1678,CA,2.2953116717501847
Proposed,10071,1678,CC,5.282267158391959
Proposed,10072,1678,CG,3.5295974025715715
Proposed,10073,1678,CST,3.496164531719979
Proposed,10074,1679,AF,7.281810329361831
Proposed,10075,1679,ATR,5.0045909252954095
Proposed,10076,1679,CA,4.931456294181995
Proposed,10077,1679,CC,5.3667660822029575
Proposed,10078,1679,CG,3.926269022418138
Proposed,10079,1679,CST,3.9809439674045994
Proposed,10080,1680,AF,5.709558411103412
Proposed,10081,1680,ATR,2.9991289330904096
Proposed,10082,1680,CA,4.732786641252772
Proposed,10083,1680,CC,6.383805917844582
Proposed,10084,1680,CG,3.949579402289134
Proposed,10085,1680,CST,3.5692773686097463
Proposed,10086,1681,AF,5.809700716908722
Proposed,10087,1681,ATR,4.217270963047026
Proposed,10088,1681,CA,4.541422175030892
Proposed,10089,1681,CC,5.098186997631998
Proposed,10090,1681,CG,5.658576946422302
Proposed,10091,1681,CST,3.585112035084088
Proposed,10092,1682,AF,5.257174690766814
Proposed,10093,1682,ATR,2.8210086346591505
Proposed,10094,1682,CA,2.4877735269083567
Proposed,10095,1682,CC,5.307376628238151
Proposed,10096,1682,CG,3.3792924368457196
Proposed,10097,1682,CST,4.067389926164109
Proposed,10098,1683,AF,5.097839622762914
Proposed,10099,1683,ATR,3.6194103101237878
Proposed,10100,1683,CA,2.770825089709959
Proposed,10101,1683,CC,5.126955420449518
Proposed,10102,1683,CG,5.135545862866867
Proposed,10103,1683,CST,3.0169883092861585
Proposed,10104,1684,AF,4.803220220635549
Proposed,10105,1684,ATR,3.2665577654920614
Proposed,10106,1684,CA,4.544199986644373
Proposed,10107,1684,CC,5.566131105274036
Proposed,10108,1684,CG,4.7626622639039615
Proposed,10109,1684,CST,3.100573189172121
Proposed,10110,1685,AF,5.536262268181678
Proposed,10111,1685,ATR,4.216956240815974
Proposed,10112,1685,CA,3.915440655411574
Proposed,10113,1685,CC,5.255019848322176
Proposed,10114,1685,CG,4.253381188531886
Proposed,10115,1685,CST,2.875983931914081
Proposed,10116,1686,AF,5.900599444082595
Proposed,10117,1686,ATR,3.571445631661261
Proposed,10118,1686,CA,2.82068862540842
Proposed,10119,1686,CC,5.613999051831966
Proposed,10120,1686,CG,4.078783380124357
Proposed,10121,1686,CST,3.4095153145505193
Proposed,10122,1687,AF,6.945071232036298
Proposed,10123,1687,ATR,4.075610692779
Proposed,10124,1687,CA,2.3412317890672787
Proposed,10125,1687,CC,5.04607159346339
Proposed,10126,1687,CG,5.39155915122849
Proposed,10127,1687,CST,2.9673981802073697
Proposed,10128,1688,AF,6.285267988632336
Proposed,10129,1688,ATR,3.710971057379085
Proposed,10130,1688,CA,2.902247136839868
Proposed,10131,1688,CC,5.5630833553268015
Proposed,10132,1688,CG,4.54157933648992
Proposed,10133,1688,CST,3.285199961835352
Proposed,10134,1689,AF,5.27772603269434
Proposed,10135,1689,ATR,2.9488471962503984
Proposed,10136,1689,CA,3.0095639576798505
Proposed,10137,1689,CC,5.297886380999555
Proposed,10138,1689,CG,4.824287684974595
Proposed,10139,1689,CST,3.407081027730641
Proposed,10140,1690,AF,5.871688649148421
Proposed,10141,1690,ATR,4.801438414162511
Proposed,10142,1690,CA,3.073993365857057
Proposed,10143,1690,CC,5.581378891941612
Proposed,10144,1690,CG,4.51328744528536
Proposed,10145,1690,CST,3.762840058646676
Proposed,10146,1691,AF,5.150474774622808
Proposed,10147,1691,ATR,3.384951474479068
Proposed,10148,1691,CA,3.1455685346683295
Proposed,10149,1691,CC,4.853505004118988
Proposed,10150,1691,CG,4.527621174385966
Proposed,10151,1691,CST,2.6232937640417373
Proposed,10152,1692,AF,6.017060216631337
Proposed,10153,1692,ATR,4.024473841594574
Proposed,10154,1692,CA,3.5534223897717228
Proposed,10155,1692,CC,5.174885280330793
Proposed,10156,1692,CG,4.051720992073949
Proposed,10157,1692,CST,3.877503621544032
Proposed,10158,1693,AF,6.654481323957041
Proposed,10159,1693,ATR,4.021903538080985
Proposed,10160,1693,CA,2.687086230979542
Proposed,10161,1693,CC,5.265058688609759
Proposed,10162,1693,CG,4.753499014693525
Proposed,10163,1693,CST,3.349636925479198
Proposed,10164,1694,AF,6.973467060281003
Proposed,10165,1694,ATR,4.449373782306391
Proposed,10166,1694,CA,6.438380061022454
Proposed,10167,1694,CC,5.051278837801251
Proposed,10168,1694,CG,3.538601855688679
Proposed,10169,1694,CST,3.32262722524937
Proposed,10170,1695,AF,6.544411589648012
Proposed,10171,1695,ATR,3.172499275646398
Proposed,10172,1695,CA,4.7386605945801055
Proposed,10173,1695,CC,6.299872474671765
Proposed,10174,1695,CG,4.293497532473479
Proposed,10175,1695,CST,3.667212691981452
Proposed,10176,1696,AF,5.926308254791554
Proposed,10177,1696,ATR,2.738107751791212
Proposed,10178,1696,CA,1.8776715098886134
Proposed,10179,1696,CC,5.712225827277924
Proposed,10180,1696,CG,4.121627561798623
Proposed,10181,1696,CST,2.9730161398460115
Proposed,10182,1697,AF,6.120447557186574
Proposed,10183,1697,ATR,3.8565516673168365
Proposed,10184,1697,CA,2.468530673762151
Proposed,10185,1697,CC,4.994830040600054
Proposed,10186,1697,CG,5.581601955181519
Proposed,10187,1697,CST,3.832510107105025
Proposed,10188,1698,AF,6.339867419331271
Proposed,10189,1698,ATR,3.643019364436321
Proposed,10190,1698,CA,3.7649361275387023
Proposed,10191,1698,CC,4.864309447428831
Proposed,10192,1698,CG,3.9244884898074206
Proposed,10193,1698,CST,3.205434203519859
Proposed,10194,1699,AF,5.49119345908443
Proposed,10195,1699,ATR,3.802551083920005
Proposed,10196,1699,CA,2.8069270494632965
Proposed,10197,1699,CC,5.297856157464061
Proposed,10198,1699,CG,4.845026448347497
Proposed,10199,1699,CST,4.243759498017399
Proposed,10200,1700,AF,5.19100152305032
Proposed,10201,1700,ATR,3.5297052151020596
Proposed,10202,1700,CA,5.452857683959009
Proposed,10203,1700,CC,4.824660624759344
Proposed,10204,1700,CG,3.9739613816546924
Proposed,10205,1700,CST,3.4533324055300207
Proposed,10206,1701,AF,6.420843801113653
Proposed,10207,1701,ATR,2.8067158999097894
Proposed,10208,1701,CA,5.134787157524394
Proposed,10209,1701,CC,4.973404323880648
Proposed,10210,1701,CG,4.375986922923659
Proposed,10211,1701,CST,2.470658385469382
Proposed,10212,1702,AF,5.310678749497431
Proposed,10213,1702,ATR,2.980702402503801
Proposed,10214,1702,CA,3.7263896326563963
Proposed,10215,1702,CC,5.303204554259292
Proposed,10216,1702,CG,3.594428364152838
Proposed,10217,1702,CST,3.7618074743110683
Proposed,10218,1703,AF,5.882534339791388
Proposed,10219,1703,ATR,3.4079939169766265
Proposed,10220,1703,CA,2.0266460104112225
Proposed,10221,1703,CC,5.013932861649188
Proposed,10222,1703,CG,4.582407486834929
Proposed,10223,1703,CST,2.8788356609603287
Proposed,10224,1704,AF,6.252865474884638
Proposed,10225,1704,ATR,4.791436926024433
Proposed,10226,1704,CA,3.507246382538168
Proposed,10227,1704,CC,5.656957161838025
Proposed,10228,1704,CG,5.022133256372013
Proposed,10229,1704,CST,4.663948417117235
Proposed,10230,1705,AF,5.405515612604018
Proposed,10231,1705,ATR,3.126354769266938
Proposed,10232,1705,CA,4.189776719182409
Proposed,10233,1705,CC,4.612453939022059
Proposed,10234,1705,CG,3.7102246115554496
Proposed,10235,1705,CST,5.566240987252937
Proposed,10236,1706,AF,5.0446068772716295
Proposed,10237,1706,ATR,3.009086501586529
Proposed,10238,1706,CA,2.8056338704492436
Proposed,10239,1706,CC,4.739682920185929
Proposed,10240,1706,CG,4.268836797746773
Proposed,10241,1706,CST,2.8718800736550847
Proposed,10242,1707,AF,6.787622436199939
Proposed,10243,1707,ATR,3.508055633573618
Proposed,10244,1707,CA,2.5326025807252313
Proposed,10245,1707,CC,6.2464252358456385
Proposed,10246,1707,CG,4.953574971762122
Proposed,10247,1707,CST,3.295309262094883
Proposed,10248,1708,AF,6.223274421252187
Proposed,10249,1708,ATR,4.354413731136575
Proposed,10250,1708,CA,3.380021841123872
Proposed,10251,1708,CC,5.629052227410477
Proposed,10252,1708,CG,5.298099272872623
Proposed,10253,1708,CST,4.417839111607904
Proposed,10254,1709,AF,5.648628938869017
Proposed,10255,1709,ATR,3.765447064159106
Proposed,10256,1709,CA,3.4104432583868483
Proposed,10257,1709,CC,6.555087742408071
Proposed,10258,1709,CG,5.919366915674607
Proposed,10259,1709,CST,4.002090057002234
Proposed,10260,1710,AF,5.316433992858905
Proposed,10261,1710,ATR,3.599344007886842
Proposed,10262,1710,CA,5.725783311224809
Proposed,10263,1710,CC,5.457834779032062
Proposed,10264,1710,CG,4.2605212413020075
Proposed,10265,1710,CST,4.150916212415398
Proposed,10266,1711,AF,7.20509461878823
Proposed,10267,1711,ATR,4.263879407350945
Proposed,10268,1711,CA,6.198759548366677
Proposed,10269,1711,CC,5.417604833765737
Proposed,10270,1711,CG,3.997476856796915
Proposed,10271,1711,CST,4.6867941398274615
Proposed,10272,1712,AF,5.4770384624965605
Proposed,10273,1712,ATR,4.294553413077586
Proposed,10274,1712,CA,9.675287750280782
Proposed,10275,1712,CC,5.469446744032195
Proposed,10276,1712,CG,3.8449627139739273
Proposed,10277,1712,CST,3.489466904918536
Proposed,10278,1713,AF,4.742147390125139
Proposed,10279,1713,ATR,4.211659315504466
Proposed,10280,1713,CA,4.036782808597721
Proposed,10281,1713,CC,5.115060810264016
Proposed,10282,1713,CG,4.135683102395031
Proposed,10283,1713,CST,3.6463622162619242
Proposed,10284,1714,AF,4.558384470498359
Proposed,10285,1714,ATR,4.139011484275073
Proposed,10286,1714,CA,4.6754056993143935
Proposed,10287,1714,CC,5.519346396218303
Proposed,10288,1714,CG,4.065154975351276
Proposed,10289,1714,CST,3.952965641370656
Proposed,10290,1715,AF,4.7552502923445825
Proposed,10291,1715,ATR,3.9879376407400375
Proposed,10292,1715,CA,6.864275564807746
Proposed,10293,1715,CC,6.321345023920054
Proposed,10294,1715,CG,4.1072086219428625
Proposed,10295,1715,CST,4.815737891775063
Proposed,10296,1716,AF,5.134566620331474
Proposed,10297,1716,ATR,3.500879389806044
Proposed,10298,1716,CA,3.3478269218273504
Proposed,10299,1716,CC,5.900509442400173
Proposed,10300,1716,CG,3.896533282259619
Proposed,10301,1716,CST,4.631239270514918
Proposed,10302,1717,AF,4.66987003192498
Proposed,10303,1717,ATR,3.76188462947549
Proposed,10304,1717,CA,
Proposed,10305,1717,CC,5.495756509634484
Proposed,10306,1717,CG,4.612518772005072
Proposed,10307,1717,CST,3.8851658643919245
Proposed,10308,1718,AF,5.721977997520312
Proposed,10309,1718,ATR,3.700587582842986
Proposed,10310,1718,CA,4.103745761380939
Proposed,10311,1718,CC,5.2366834354788026
Proposed,10312,1718,CG,4.029459771441077
Proposed,10313,1718,CST,4.183402980915445
Proposed,10314,1719,AF,5.011891669468712
Proposed,10315,1719,ATR,3.700083827665804
Proposed,10316,1719,CA,2.3268707511764632
Proposed,10317,1719,CC,5.601192644551492
Proposed,10318,1719,CG,4.592693558300251
Proposed,10319,1719,CST,4.891669903688042
Proposed,10320,1720,AF,4.718100264082583
Proposed,10321,1720,ATR,4.0577835904959345
Proposed,10322,1720,CA,4.167931945450552
Proposed,10323,1720,CC,5.452741220064159
Proposed,10324,1720,CG,4.189978409129282
Proposed,10325,1720,CST,4.269899407979149
Proposed,10326,1721,AF,5.790877742199608
Proposed,10327,1721,ATR,4.025216528097363
Proposed,10328,1721,CA,6.7766551588251085
Proposed,10329,1721,CC,6.069098939783875
Proposed,10330,1721,CG,5.2389042808974535
Proposed,10331,1721,CST,3.9146004279829425
Proposed,10332,1722,AF,4.758305818902118
Proposed,10333,1722,ATR,3.857236304491558
Proposed,10334,1722,CA,4.595017083688714
Proposed,10335,1722,CC,5.425466720908675
Proposed,10336,1722,CG,4.703175472185925
Proposed,10337,1722,CST,4.524965018887518
Proposed,10338,1723,AF,5.962673897805212
Proposed,10339,1723,ATR,3.7826550222303323
Proposed,10340,1723,CA,4.265351341998129
Proposed,10341,1723,CC,6.022595642545297
Proposed,10342,1723,CG,3.490248364678485
Proposed,10343,1723,CST,3.2877757338072726
Proposed,10344,1724,AF,4.794104043887561
Proposed,10345,1724,ATR,3.9723808373723477
Proposed,10346,1724,CA,4.5780397217146085
Proposed,10347,1724,CC,5.421308464902136
Proposed,10348,1724,CG,4.328927288154119
Proposed,10349,1724,CST,4.053772587548123
